ID: 1, Name: Ravor, Cat ID: 1
ID: 2, Name: Vantor, Cat ID: 1
ID: 3, Name: Trailray, Cat ID: 1
ID: 4, Name: HardRay, Cat ID: 1
ID: 5, Name: Vamok, Cat ID: 1
ID: 6, Name: Korak, Cat ID: 1
ID: 7, Name: Airok, Cat ID: 1
ID: 8, Name: Norza, Cat ID: 2
ID: 9, Name: Tavano, Cat ID: 3
ID: 10, Name: Tahona, Cat ID: 3
ID: 11, Name: Metmo, Cat ID: 4
ID: 12, Name: Arva, Cat ID: 5
